age_years,ssc_percentage,hsc_percentage,degree_percentage,technical_score,aptitude_score,communication_score,skills_match_percentage,certifications_count,internship_experience,years_of_experience,career_switch_willingness,relevant_experience,previous_ctc_lpa,expected_ctc_lpa,competition_level,bond_requirement,notice_period_days,layoff_history,employment_gap_months,relocation_willingness,status,gender_Male,gender_female,gender_male,degree_specialization_Electronics,degree_specialization_Information Technology,degree_specialization_Mechanical,degree_specialization_Others,company_tier_Tier 1 ,company_tier_Tier 2,company_tier_Tier 2 ,company_tier_Tier 3,company_tier_Tier 3 ,job_role_match_Not Matched,experience_category
30,73.55583899,75.11145672,87.97470162,45.39824592,64.26432936,51.59714536,73.43404008,2,No,2,No,Relevant,4.276137355,14.097129816,Low,Not Required,30.0,No,0.0,Not Willing,0,False,True,False,False,False,False,False,False,False,False,True,False,False,Junior
27,77.15693773,85.33333387,60.34299759,99.26528262,66.89275747,75.12292002,89.33896948,1,No,2,Willing,0,1.0,8.258985813,High,Required,0.0,No,0.0,Willing,1,False,False,False,False,True,False,False,False,False,False,False,False,False,Junior
26,69.964151,71.30984746,65.77477022,96.60152632,59.20336743,63.89998285,87.15330958,2,Yes,3,Not Willing,0,6.746722858,5.60137898,Low,Not Required,0.0,Yes,0.0,Not Willing,1,False,False,False,False,False,False,False,False,False,False,True,False,True,Junior
21,81.0609381,80.60151678,80.20349195,73.60358295,47.86334248,77.5114235,71.21568147,0,Yes,0,Not Willing,Not Relevant,2.723843429,12.4150544,Medium,Not Required,0.0,No,0.0,Not Willing,0,False,False,False,False,True,False,False,False,False,False,False,False,False,Fresher
29,70.76604242,75.83913378,60.18934791,52.31314005,40.0,54.59301588,92.99559409,2,Yes,2,Willing,Not Relevant,3.185604951,16.08320782,Medium,Required,0.0,No,0.0,Willing,0,False,False,False,False,False,False,True,False,False,False,True,False,True,Junior
23,69.68552111,59.66346949,79.87129797,67.8368916,59.25462555,45.0,57.45505729,2,No,1,Willing,Not Relevant,4.937941089,5.137853255,Medium,Not Required,0.0,No,0.0,No,0,True,False,False,True,False,False,False,False,False,False,False,False,True,Junior
34,64.38235074,67.39275838,82.76953914,60.38442431,77.81257928,67.12832697,80.22887776,2,Yes,0,Willing,Relevant,3.833437597,15.62962503,Medium,Not Required,60.0,No,3.0,No,0,False,False,False,False,True,False,False,False,True,False,False,False,True,Fresher
25,69.31490089,68.49678646,72.61678202,64.0603784,75.76696871,60.18359281,67.02215408,1,No,2,Not Willing,Relevant,2.836885735,6.423772781,Low,Required,0.0,No,6.0,Willing,0,True,False,False,False,False,False,False,False,False,False,True,False,False,Junior
27,67.18887956,80.70360312,85.28571904,73.87980455,80.64038135,52.5247799,75.58625656,0,Yes,1,Not Willing,Not Relevant,7.057516173,8.455005604,Medium,Required,0.0,No,3.0,Not Willing,0,False,False,False,False,False,False,True,False,False,False,False,False,True,Junior
27,62.62674002,78.18632595,68.13076045,71.02510042,76.69311577,57.83774175,75.4155191,1,Yes,0,Not Willing,Not Relevant,2.025698965,7.047584751,Low,Not Required,15.0,No,0.0,Willing,0,False,False,False,True,False,False,False,False,True,False,False,False,False,Fresher
24,74.81912815,65.91954083,70.54079011,72.7554847,62.59962273,73.21971449,77.73917854,2,yes ,5,Willing,Relevant,1.613330965,7.344807,Medium,Not Required,30.0,No,0.0,No,1,False,False,False,False,False,True,False,False,False,False,False,False,False,Senior
30,67.88865016,61.22379768,76.23256935,55.47151705,64.07777169,64.31698769,67.70458542,0,No,0,Not Willing,0,9.146551273,9.94447519,Medium,Required,0.0,No,0.0,Willing,0,True,False,False,False,True,False,False,False,True,False,False,False,False,Fresher
27,71.19083297,69.22784113,61.12082693,77.29164922,51.64884157,64.98000822,51.14763087,1,No,0,Willing,Relevant,1.534357721,8.356480946,Low,Not Required,30.0,No,0.0,Willing,0,False,False,False,True,False,False,False,False,False,False,False,False,True,Fresher
28,68.16354085,77.31444574,77.05929081,61.54231661,64.52829341,71.0121697,69.18980594,1,Yes,1,Willing,Relevant,5.213441998,12.67340656,Medium,Not Required,60.0,No,3.0,Not Willing,0,True,False,False,False,False,False,False,False,False,False,False,False,False,Junior
22,62.64632691,68.17930373,78.89342525,50.42343531,40.0,49.04407891,56.48542417,3,Yes,1,Not Willing,Relevant,3.532964133,5.499977093,High,Required,0.0,No,0.0,Willing,0,True,False,False,False,False,True,False,False,True,False,False,False,False,Junior
29,79.51702134,67.50160963,77.95935137,54.2631048,57.14049966,87.41250222,59.26540558,2,Yes,0,Willing,Not Relevant,1.0,7.003266758,High,Required,0.0,No,0.0,Willing,0,False,False,False,False,False,False,True,False,True,False,False,False,True,Fresher
27,72.1180651,89.60529342,74.58329456,75.20247307,79.08830143,64.49181761,91.8316817,1,No,1,Not Willing,Not Relevant,7.074349736,3.549232904,Low,Not Required,0.0,No,0.0,Not Willing,1,True,False,False,False,False,False,True,False,False,False,True,False,False,Junior
26,69.29158575,80.23461817,71.61170962,54.93269604,77.11209433,77.03743219,65.00207204,3,No,0,Not Willing,Relevant,2.342942722,10.85428532,Low,Not Required,30.0,No,0.0,Not Willing,0,False,False,False,False,True,False,False,False,False,False,True,False,False,Fresher
26,66.07529511,77.31823665,78.33705905,64.99683,53.53157689,70.91792752,67.80823087,1,No,2,Not Willing,Relevant,5.214562373,4.487141656,Medium,Required,0.0,No,0.0,Not Willing,0,False,False,False,False,False,False,True,False,False,False,False,False,True,Junior
29,57.12027094,67.47589087,71.42761835,61.10173877,54.54496747,78.22412911,71.58697057,0,Yes,1,Not Willing,Not Relevant,4.567076706,3.166855299,High,Not Required,0.0,No,3.0,Willing,0,False,False,False,False,False,False,True,False,False,False,False,False,True,Junior
24,54.10983771,76.22122017,75.75420498,87.81192527,59.13585951,59.14500056,69.76898642,2,No,4,No,Relevant,4.339724913,8.119788977,High,Not Required,0.0,No,0.0,Willing,1,False,False,False,False,False,False,True,False,True,False,False,False,False,Senior
31,76.67264501,78.65699034,70.65985399,56.66249664,69.75820945,45.0,89.15608244,2,Yes,0,Not Willing,Relevant,4.200099015,8.455978166,High,Required,0.0,No,6.0,Not Willing,0,False,False,False,False,False,False,True,False,False,False,True,False,False,Fresher
31,78.14695371,65.78605299,79.06039121,74.04624112,48.55916847,57.39775002,59.64974818,1,No,3,Not Willing,Relevant,1.0,6.913020456,Low,Not Required,30.0,No,6.0,Not Willing,0,True,False,False,False,False,False,True,True,False,False,False,False,True,Junior
25,80.17656952,66.48414949,80.4294943,72.95716247,54.59540912,74.09577594,89.04254596,2,No,3,Willing,0,4.568191501,9.071190423,Low,Not Required,0.0,No,0.0,Willing,1,False,False,False,True,False,False,False,False,False,False,True,False,False,Junior
29,69.12888864,54.58345952,67.93315124,40.0,87.32256626,77.43983159,62.85030493,0,Yes,2,No,Not Relevant,1.330371324,4.094822295,High,Not Required,0.0,No,0.0,No,0,True,False,False,False,False,True,False,False,False,False,False,False,False,Junior
21,64.62564499,68.37030875,72.81064798,67.20600902,71.72501168,67.42129372,76.26443369,0,No,3,Willing,0,3.488610059,10.10070344,Low,Required,60.0,No,0.0,Willing,0,False,False,False,False,False,True,False,False,False,False,False,False,False,Junior
24,74.86331099,64.76540161,74.9797452,73.91486781,54.3557882,87.99591723,78.22504702,0,Yes,1,Not Willing,Relevant,4.962311049,8.824778563,Low,Not Required,60.0,No,0.0,Willing,1,True,False,False,False,False,False,False,False,False,False,True,False,False,Junior
27,79.77039409,76.5727635,84.51083138,64.35516111,72.31446305,75.46353364,66.75547105,3,Yes,2,Not Willing,0,8.086531735,4.781246104,Low,Not Required,15.0,No,0.0,Not Willing,1,True,False,False,False,False,False,False,False,True,False,False,False,False,Junior
34,77.54590615,74.14519693,67.82119644,77.86745836,49.08238487,71.2940649,93.77542841,2,Yes,1,Not Willing,Relevant,2.322123224,10.77381789,Medium,Not Required,0.0,No,6.0,No,0,True,False,False,False,False,True,False,False,True,False,False,False,False,Junior
33,69.97121038,57.16230941,65.52107831,64.00183521,51.93240115,51.57530818,80.60722377,3,No,3,Not Willing,Relevant,1.0,6.490933313,Low,Required,0.0,No,3.0,Not Willing,0,False,False,False,False,False,False,False,False,False,False,False,False,False,Junior
31,70.40514805,76.01289266,76.59512958,63.13624075,56.38457441,72.14577879,92.75949388,2,Yes,4,No,0,5.808131623,4.3393466396,Medium,Not Required,30.0,No,0.0,Not Willing,1,True,False,False,True,False,False,False,False,False,False,False,False,False,Senior
26,68.7431168,53.70003446,83.18368678,54.14592927,76.512609,63.99371072,74.09671446,1,Yes,3,Willing,Relevant,2.296640826,5.65904654,Low,Not Required,60.0,No,3.0,Not Willing,0,False,False,False,False,False,True,False,False,False,False,True,False,False,Junior
32,76.00740881,55.66294668,79.29642652,77.03832468,51.25166502,84.93116192,61.64804513,0,Yes,2,No,Relevant,5.266682345,4.984212134,Low,Not Required,30.0,No,0.0,Not Willing,1,False,False,False,False,False,False,False,False,True,False,False,False,False,Junior
28,74.93057459,90.95844428,80.60314752,79.85350532,62.48165804,51.86998609,64.44994884,1,No,0,Not Willing,0,5.558126271,5.844092108,High,Not Required,15.0,No,0.0,No,0,False,False,False,False,False,False,True,False,True,False,False,False,False,Fresher
33,75.08710748,63.42086267,62.33446363,64.28055686,66.08502017,83.29933045,85.73815717,0,No,4,Willing,Relevant,6.038981772,3.0,Low,Required,0.0,No,0.0,Willing,1,True,False,False,False,False,True,False,False,False,False,True,False,True,Senior
29,62.62579116,73.77975455,71.97587216,73.73516993,63.74577988,61.51747692,75.2169029,0,Yes,0,No,0,3.020400993,10.54277988,High,Not Required,0.0,No,0.0,Not Willing,0,False,False,False,False,False,True,False,False,True,False,False,False,False,Fresher
24,68.70287758,64.62229057,73.47377181,73.24259865,58.42272913,71.01414656,74.61000607,2,No,3,Willing,0,1.697393901,9.826604524,Low,Not Required,0.0,No,0.0,Willing,0,True,False,False,False,False,False,True,False,False,False,False,False,False,Junior
21,73.27125873,76.62439125,76.61954056,79.7147015,46.99436437,61.85156037,78.45038196,1,No,0,Not Willing,Not Relevant,5.755247676,4.937944487,Low,Not Required,60.0,No,3.0,No,0,True,False,False,False,False,False,False,False,False,False,True,False,False,Fresher
34,69.97121038,64.62428647,84.71328888,56.29825984,75.81375201,58.97488247,78.54058724,0,No,1,Not Willing,0,5.277411229,9.976771397,High,Not Required,30.0,No,0.0,Not Willing,0,False,False,False,False,False,False,False,False,True,False,False,False,False,Junior
28,58.35087309,72.66758952,64.86917475,86.27739487,64.29072662,80.91704077,61.90676018,1,Yes,3,Not Willing,Not Relevant,9.352017631,5.479172594,High,Not Required,15.0,No,0.0,Willing,1,True,False,False,False,True,False,False,False,False,False,False,False,True,Junior
22,78.94976519,75.39192738,75.20052358,75.22586174,76.55674286,75.41785362,70.41629663,0,No,3,Willing,Relevant,4.246799982,7.408714754,High,Not Required,60.0,No,0.0,Willing,1,False,False,False,False,True,False,False,False,False,False,False,False,True,Junior
33,55.31569128,68.65909315,76.51667049,67.03241798,60.64365494,87.03334169,79.11417495,0,Yes,3,Not Willing,Relevant,3.633369969,3.444810757,High,Required,15.0,Yes,6.0,Willing,1,True,False,False,True,False,False,False,False,False,False,True,False,False,Junior
27,80.98248471,74.59831857,77.15360184,84.86265874,65.00942648,69.53396745,78.73338933,1,No,0,No,Relevant,8.747282374,6.889816953,Low,Not Required,60.0,No,0.0,Willing,0,True,False,False,False,True,False,False,False,False,False,False,False,True,Fresher
32,69.97121038,87.30610091,80.33237217,71.19511324,65.10969171,62.79201542,66.83574254,2,Yes,2,No,Relevant,2.727732184,7.0262642534,Low,Not Required,0.0,No,3.0,Willing,1,False,False,False,False,True,False,False,False,True,False,False,False,False,Junior
29,76.62412464,79.50446735,60.86664093,89.98274188,82.9170296,56.81687558,67.25225835,3,Yes,0,No,Relevant,7.199921954,11.3644151,Medium,Required,15.0,No,0.0,Willing,0,False,False,False,False,False,True,False,True,False,False,False,False,True,Fresher
31,67.82839319,60.21783302,84.51327013,70.40442316,74.03193333,67.93725978,86.74012551,1,Yes,5,Not Willing,Not Relevant,4.779670385,10.29616261,Low,Not Required,30.0,No,0.0,No,1,False,False,False,True,False,False,False,False,True,False,False,False,False,Senior
32,56.18097312,66.16767724,70.05315803,78.46958023,51.97816856,73.65880361,58.36545492,2,No,3,No,Not Relevant,5.840126951,4.696682404,Medium,Not Required,0.0,Yes,3.0,Not Willing,0,False,False,False,False,False,False,False,False,True,False,False,False,False,Junior
29,74.40297177,79.87913671,72.05305583,73.65565748,73.10320368,69.4878507,78.87282493,0,No,0,Not Willing,Not Relevant,4.892953041,4.718405139,Medium,Not Required,0.0,No,0.0,Not Willing,0,True,False,False,False,False,False,False,False,True,False,False,False,False,Fresher
26,79.6481713,75.52865557,76.66043574,73.30444601,78.93937539,84.74068604,64.86402633,1,Yes,4,Willing,Relevant,4.933001713,14.70950137,High,Not Required,15.0,Yes,3.0,Willing,1,False,False,True,False,True,False,False,False,True,False,False,False,False,Senior
34,75.35773635,82.73724296,77.08378917,71.43889048,62.43668059,45.93383309,81.78739071,1,Yes,3,Not Willing,Relevant,5.090191014,12.57923004,Low,Not Required,30.0,Yes,6.0,Willing,1,True,False,False,False,True,False,False,False,True,False,False,False,False,Junior
30,77.41447054,80.14396171,73.79457881,60.09256096,54.43610385,52.02139139,79.60951697,1,Yes,0,Not Willing,Relevant,4.439332966,5.967636826,Low,Required,0.0,No,0.0,Not Willing,0,False,False,False,False,False,False,True,False,False,False,False,False,False,Fresher
29,77.26355475,67.41934031,72.24962429,57.31767911,73.2948555,62.45596037,100.0,0,No,2,Not Willing,Not Relevant,3.008052973,7.28373098,Low,Not Required,0.0,No,0.0,No,0,True,False,False,True,False,False,False,False,True,False,False,False,False,Junior
22,68.16386886,80.20047386,63.72376556,40.0,65.74213768,68.25172478,81.14286954,2,Yes,1,Not Willing,Not Relevant,1.427507002,4.855153522,Medium,Required,15.0,No,6.0,Willing,0,False,False,True,False,True,False,False,False,True,False,False,False,False,Junior
28,69.97121038,80.51108294,77.25250675,67.21071448,76.67578368,68.33222735,80.30008408,0,Yes,3,Not Willing,Relevant,4.830580725,7.472690879,High,Not Required,30.0,No,0.0,No,1,False,True,False,False,False,False,True,False,False,False,True,False,False,Junior
27,72.06431572,87.70132209,64.64249735,53.37252656,58.47737561,77.93434583,74.46495005,1,No,0,Not Willing,Not Relevant,4.844725175,4.433308045,Medium,Not Required,0.0,No,0.0,No,0,True,False,False,False,False,False,True,False,False,False,False,False,False,Fresher
24,55.90363465,67.77014452,73.59230843,74.32198678,65.50191194,68.92584133,76.01309425,3,No,0,Not Willing,Not Relevant,6.289426452,11.61246169,Medium,Required,0.0,No,0.0,Not Willing,0,False,False,False,True,False,False,False,False,True,False,False,False,False,Fresher
31,77.55092534,74.95789126,81.10889962,69.71759804,60.99545137,68.80069639,54.32278653,0,Yes,0,Not Willing,Relevant,1.746085923,8.12007467,Low,Not Required,0.0,No,0.0,Willing,0,False,False,False,False,True,False,False,False,False,False,False,False,False,Fresher
25,69.97121038,62.14375751,71.06804587,40.0,64.17526097,70.29432845,69.6244633,2,No,2,Not Willing,Not Relevant,6.019085955,6.706756422,Low,Not Required,0.0,No,0.0,Willing,0,True,False,False,False,False,False,False,False,True,False,False,False,False,Junior
34,69.97121038,59.88656431,76.7547646,74.17781384,44.71931672,76.22173815,70.65689099,0,No,1,Willing,Relevant,5.022674445,4.191785226,Low,Not Required,15.0,No,6.0,Willing,1,False,False,False,False,True,False,False,False,False,False,True,False,False,Junior
31,59.46975622,80.52575579,68.8836249,73.92237625,70.55076321,71.49317041,85.5951134,1,Yes,0,Not Willing,Relevant,4.31286602,12.72719862,High,Required,0.0,No,3.0,No,0,True,False,False,False,False,False,False,False,True,False,False,False,False,Fresher
27,78.16169847,83.22016654,76.14010968,93.88972544,57.38814907,62.07207749,84.93271126,0,No,0,Not Willing,0,3.105774694,7.274082944,Medium,Required,0.0,No,0.0,Not Willing,0,True,False,False,False,True,False,False,False,False,False,False,False,True,Fresher
30,60.29759059,75.75730485,78.0128683,40.0,47.75938989,51.88639108,75.39212036,0,No,2,No,Relevant,4.428504546,7.448208901,High,Not Required,60.0,No,3.0,No,0,True,False,False,False,False,False,True,False,True,False,False,False,False,Junior
21,83.35624349,83.72291142,77.26540632,73.62847625,44.56747691,59.03644855,69.95100509,0,No,1,Not Willing,Relevant,4.818918623,4.333033704,Low,Not Required,60.0,No,0.0,Not Willing,0,False,False,False,False,False,False,False,False,False,False,False,False,True,Junior
28,69.97121038,67.39504938,63.90597186,69.58001425,60.09433386,67.18708576,90.54264773,1,No,2,No,Relevant,7.102207643,7.979163529,Low,Not Required,15.0,No,3.0,Not Willing,1,False,False,False,False,False,True,False,False,False,False,False,False,False,Junior
24,81.49354831,77.61315814,84.60057519,63.40752444,74.21042849,50.83741311,74.13597063,1,No,0,Not Willing,Relevant,6.048403487,7.113818094,Medium,Not Required,0.0,No,0.0,Willing,0,True,False,False,False,False,True,False,False,False,False,True,False,False,Fresher
33,74.40814024,79.53489253,80.08418413,75.5902963,60.47440442,77.30729965,59.35949513,2,Yes,3,Not Willing,0,4.141676882,8.641209298,Medium,Not Required,30.0,No,3.0,Not Willing,1,False,False,False,False,False,False,False,False,True,False,False,False,False,Junior
21,71.18445371,68.82790688,67.69462651,72.35166718,63.81974946,61.08781148,77.93025782,1,No,2,Not Willing,Relevant,5.065418433,3.0,Medium,Not Required,30.0,No,0.0,Willing,0,True,False,False,False,False,False,True,False,True,False,False,False,True,Junior
31,63.08226271,67.72573861,74.69180748,79.01258236,55.08467936,61.16278057,100.0,1,No,2,No,0,2.595695496,6.897454363,Medium,Not Required,30.0,No,3.0,Not Willing,1,True,False,False,True,False,False,False,False,False,False,True,False,False,Junior
31,68.25563015,82.31829488,67.91016002,75.22353344,65.74165032,59.90688585,78.01319689,2,No,1,Not Willing,Not Relevant,4.761900517,11.65211307,Medium,Required,30.0,No,0.0,Not Willing,0,True,False,False,False,False,False,True,False,True,False,False,False,False,Junior
31,69.95494646,73.14315721,90.05305233,85.17176345,65.74985299,45.0,69.2806632,1,Yes,0,Not Willing,0,1.825123165,11.96665952,Low,Not Required,15.0,No,0.0,Willing,0,True,False,False,False,False,False,False,False,True,False,False,False,False,Fresher
34,69.97121038,84.83997703,77.37351711,82.67978805,66.25101439,64.66352907,74.25706083,1,Yes,3,No,Relevant,4.081321327,7.673318038,High,Not Required,0.0,No,0.0,No,1,False,False,True,True,False,False,False,False,False,False,True,False,False,Junior
21,62.77898612,68.01214821,79.42410823,70.02798379,53.30087782,88.01248516,72.2326235,2,No,1,Willing,Not Relevant,1.848359632,5.300142058,Low,Required,0.0,No,3.0,Willing,0,True,False,False,False,False,True,False,False,False,False,False,False,True,Junior
24,59.92048759,76.19559381,65.77411878,77.48068579,80.73018254,57.92852112,79.61348538,0,No,1,Not Willing,Not Relevant,3.206840204,8.764082311,Low,Not Required,15.0,No,0.0,Not Willing,0,False,False,False,False,False,False,False,False,True,False,False,False,False,Junior
28,68.94024089,65.05534723,72.66427446,62.33562088,63.8805563,86.38676588,90.46787997,1,Yes,1,No,Relevant,5.813309915,5.973678636,Low,Not Required,0.0,No,3.0,Willing,1,False,True,False,False,False,False,True,True,False,False,False,False,False,Junior
30,71.00457823,58.49349714,73.67265743,76.94484319,47.51764603,53.30365716,78.39984112,3,Yes,1,No,Not Relevant,2.819970765,8.177561924,High,Not Required,15.0,No,0.0,Willing,0,False,False,False,False,False,True,False,False,True,False,False,False,True,Junior
25,69.97121038,76.51172143,76.20378605,58.88430797,62.98731605,74.44598365,81.74692488,1,No,3,Willing,0,1.0,8.26523731,Low,Not Required,30.0,No,0.0,Willing,0,False,False,False,False,False,False,True,True,False,False,False,False,False,Junior
33,72.96308315,64.08884675,69.77530691,68.17799759,66.8197978,71.55787071,47.55731251,2,Yes,0,Not Willing,Not Relevant,4.540930211,6.680201184,Low,Not Required,0.0,No,0.0,Willing,0,False,False,False,True,False,False,False,True,False,False,False,False,False,Fresher
31,67.24072724,68.29304537,86.34187813,80.15594665,79.5618834,64.1762316,70.09783978,1,Yes,0,Not Willing,Relevant,1.854231806,13.42719006,High,Not Required,0.0,No,0.0,Willing,0,True,False,False,False,False,False,True,False,True,False,False,False,False,Fresher
26,65.06177358,76.79980691,74.42101081,60.4243099,63.31599358,75.34113366,78.20554676,0,Yes,1,No,Relevant,4.413412297,9.033542813,High,Not Required,0.0,Yes,0.0,Not Willing,0,True,False,False,False,False,False,True,False,False,False,True,False,False,Junior
21,67.39606174,77.48200584,83.63246188,76.52226079,50.68153547,69.44697735,71.65832486,2,No,1,Willing,Not Relevant,4.556431989,10.73027688,High,Not Required,60.0,No,3.0,Willing,0,True,False,False,False,False,False,True,False,False,False,False,False,False,Junior
26,75.91868858,80.82927149,72.48690793,63.43868749,59.34421891,68.33546763,60.55975029,1,No,0,Willing,0,6.220616759,8.076618211,Medium,Not Required,60.0,No,0.0,Willing,0,False,False,True,True,False,False,False,False,False,False,True,False,False,Fresher
33,61.59419088,76.9439069,72.67115341,57.51284306,73.20430836,71.81527539,90.17993654,1,Yes,0,Not Willing,Relevant,3.610282874,12.44146511,Low,Not Required,15.0,No,0.0,Willing,0,True,False,False,False,False,False,True,False,False,False,False,False,False,Fresher
26,70.96608136,86.80134862,64.60813769,83.42729094,51.10017743,61.58432535,64.53784881,2,No,3,No,0,4.404188484,15.41136585,Low,Required,0.0,No,0.0,Not Willing,0,False,False,True,True,False,False,False,False,False,False,False,False,False,Junior
26,75.53847115,74.10031626,70.77692185,74.97355208,81.29951194,68.48416968,76.47684923,0,No,3,Willing,0,5.139402359,4.015591781,Low,Not Required,30.0,No,0.0,No,1,True,False,False,False,False,False,False,False,True,False,False,False,False,Junior
25,65.01432582,90.92578574,72.5580126,61.12932753,73.89868755,69.98566853,77.64693298,1,No,2,No,Not Relevant,7.879522053,4.062589469,Medium,Required,0.0,No,0.0,Not Willing,0,True,False,False,False,False,False,False,False,True,False,False,False,True,Junior
31,70.18942784,78.65259673,74.43740547,76.78236533,57.2421409,67.35294896,56.01976134,0,Yes,1,Not Willing,Relevant,6.401276775,10.54755448,Low,Not Required,0.0,No,3.0,Willing,0,False,False,True,True,False,False,False,False,False,False,False,False,False,Junior
22,83.00843795,71.18067392,78.9952122,76.20205599,58.18921202,56.7929461,63.92082147,3,No,4,No,Relevant,4.719167923,8.901725434,High,Not Required,0.0,No,0.0,Not Willing,1,True,False,False,False,False,False,False,False,True,False,False,False,False,Senior
24,66.67166755,91.31286764,64.75215628,62.07168609,53.5563366,63.93918205,62.92307044,3,Yes,1,Not Willing,Relevant,4.194785328,8.850001622,Low,Required,30.0,No,0.0,Not Willing,0,False,False,False,False,False,False,False,False,True,False,False,False,False,Junior
25,69.00714852,80.56386263,69.30269415,60.39615423,60.7627918,45.0,65.8920483,3,No,1,Not Willing,Relevant,3.150735131,6.873635047,High,Not Required,0.0,No,0.0,Not Willing,0,False,False,True,False,False,False,False,False,False,False,True,False,False,Junior
22,61.97603132,79.20255143,81.45892801,48.00856403,61.72005061,67.2513889,72.91253104,1,No,0,Willing,Relevant,5.347157853,3.837800511,High,Not Required,30.0,No,3.0,Not Willing,0,False,False,False,False,False,False,True,False,False,False,False,False,False,Fresher
30,65.93485744,57.95813842,76.3916082,52.53524771,70.4421286,58.69540983,81.98070519,1,Yes,3,Not Willing,Relevant,3.484394983,8.739034248,Medium,Not Required,15.0,No,0.0,No,0,True,False,False,False,True,False,False,True,False,False,False,False,False,Junior
30,64.24716323,73.32512218,91.84567304,73.0651897,63.50973141,54.68481095,75.26336478,0,No,0,Not Willing,0,4.320063063,9.859406978,Low,Not Required,60.0,No,0.0,Willing,0,False,False,False,False,False,False,False,False,True,False,False,False,False,Fresher
21,57.14509016,87.86598805,68.23511919,63.17967592,70.58365264,60.33752224,80.9623483,0,No,2,Not Willing,0,10.03568539,6.283152908,Medium,Not Required,0.0,No,6.0,No,0,False,False,False,False,False,True,False,False,True,False,False,False,True,Junior
34,64.96960458,71.96621759,76.26268363,51.16510856,63.27582361,54.24844673,72.23673973,1,No,0,Willing,Not Relevant,5.91211187,5.130205512,Medium,Not Required,0.0,No,0.0,Not Willing,0,True,False,False,False,True,False,False,False,True,False,False,False,True,Fresher
25,68.35816393,89.80123453,76.97765891,81.974627,62.85328954,75.61461221,95.58210172,1,Yes,1,No,Relevant,7.457619773,6.832185974,High,Not Required,60.0,No,0.0,Willing,1,False,False,False,True,False,False,False,False,True,False,False,False,False,Junior
32,62.31967837,80.30179272,68.35304506,55.45753445,64.30481666,63.77362058,61.07442128,1,Yes,5,Willing,0,5.855429616,6.126837534,Low,Not Required,15.0,No,0.0,Willing,0,True,False,False,False,False,True,False,False,True,False,False,False,False,Senior
21,64.21437365,75.74151487,84.42825712,76.88353344,41.16196116,78.26149602,68.97540524,1,Yes,5,Not Willing,Not Relevant,5.373426363,7.377318784,Low,Required,0.0,No,0.0,Not Willing,1,True,False,False,False,False,False,True,False,False,False,True,False,True,Senior
21,71.35734714,83.62561545,78.43386888,73.84008765,74.31449796,84.56304839,84.6221511,2,Yes,1,Willing,Relevant,6.321923181,8.778860289,High,Not Required,15.0,Yes,6.0,Willing,0,True,False,False,False,False,False,False,False,False,False,False,False,True,Junior
26,69.93671705,82.97366778,67.80029959,66.00093236,63.50583553,47.49048838,63.89258855,1,No,5,Not Willing,Relevant,8.221321998,15.51068863,Low,Not Required,15.0,No,3.0,Not Willing,0,False,False,False,False,False,True,False,False,True,False,False,False,False,Senior
29,75.78069784,64.31534529,62.03434166,72.6944744,48.95294101,62.1791425,59.56143858,1,Yes,0,Willing,Relevant,5.091696171,5.892990783,High,Not Required,0.0,No,0.0,Willing,0,True,False,False,False,False,False,False,False,True,False,False,False,False,Fresher
30,59.4233665,72.41097915,63.22185342,80.34277742,64.23032268,68.50290547,100.0,1,No,0,Not Willing,Relevant,3.577088282,3.0,Low,Not Required,15.0,No,0.0,Willing,1,True,False,False,True,False,False,False,False,True,False,False,False,False,Fresher
31,68.03045824,62.09550378,63.56380003,51.03502478,49.98681039,70.51963506,62.00722944,0,No,1,Willing,Relevant,5.321660373,9.027186447,Low,Not Required,0.0,No,3.0,No,0,False,False,False,True,False,False,False,False,False,False,False,False,False,Junior
21,61.01491845,72.01438305,74.98308649,77.15258993,61.14125908,60.97260033,73.4099566,3,Yes,3,No,Not Relevant,4.404249441,11.11095698,Low,Not Required,0.0,No,0.0,Willing,1,True,False,False,False,False,False,True,False,False,False,True,False,False,Junior
34,73.34104375,85.8545166,66.70610487,81.43858689,45.94598488,73.41057486,45.0,2,No,1,Not Willing,Relevant,6.307272409,5.282834972,Medium,Not Required,0.0,No,0.0,Not Willing,0,True,False,False,True,False,False,False,False,False,False,False,False,False,Junior
29,81.6522212,74.93529228,71.72556149,80.75346719,75.04170059,66.20851125,62.39567103,0,Yes,2,Willing,0,5.279332742,8.714490572,Medium,Not Required,0.0,No,0.0,Willing,1,True,False,False,False,False,False,True,False,False,False,False,False,False,Junior
21,70.46960849,82.78126769,64.13878138,81.99176447,54.51644032,74.3263131,66.05353758,2,No,2,No,Relevant,1.0,8.423920316,Low,Not Required,60.0,No,0.0,Not Willing,0,False,False,False,False,False,False,False,False,False,False,False,False,False,Junior
28,65.81880176,68.00724078,73.26135092,73.61252405,66.56745472,85.8774935,76.06871283,1,No,3,Not Willing,Relevant,1.0,9.010461346,Medium,Not Required,0.0,No,0.0,Willing,1,False,False,True,False,True,False,False,False,True,False,False,False,False,Junior
21,70.40940651,65.65627232,84.30313079,69.95850271,83.60420464,67.50036675,89.8173469,0,Yes,1,Willing,Relevant,5.233958972,8.037056909,High,Not Required,15.0,No,0.0,No,1,True,False,False,False,False,False,False,False,True,False,False,False,True,Junior
